Gene,Env
OR7G3,SNP
ORM1,SNP
ORM2,SNP
ORMDL3,SNP
OSGIN1,SNP
OTC,SNP
OTOA,SNP
OTOF,SNP
OTOGL,SNP
OXT,SNP
OXTR,SNP
P2RX2,SNP
P2RX4,SNP
P2RY11,SNP
P2RY5,SNP
PABPN1,SNP
PADI3,SNP
PADI4,SNP
PADI6,SNP
PAH,SNP
PALB2,SNP
PALLD,SNP
PANK2,SNP
PARK2,SNP
PARK7,SNP
PAX2,SNP
PAX3,SNP
PAX5,SNP
PAX9,SNP
PCBD1,SNP
PCDH11X,SNP
PCDH11Y,SNP
PCDH15,SNP
PCDH19,SNP
PCDH7,SNP
PCSK1,SNP
PCSK6,SNP
PCSK9,SNP
PCYT1A,SNP
PDCD10,SNP
PDE4A,SNP
PDE4B,SNP
PDE4C,SNP
PDE4D,SNP
PDE9A,SNP
PDHA1,SNP
PDHX,SNP
PDX1,SNP
PDZD7,SNP
PEMT,SNP
PER1,SNP
PER2,SNP
PET100,SNP
PEX1,SNP
PEX10,SNP
PEX7,SNP
PFKP,SNP
PGAM2,SNP
PGBD1,SNP
PGM1,SNP
PGR,SNP
PGRMC1,SNP
PHEX,SNP
PHGDH,SNP
PHIP,SNP
PHKB,SNP
PHKG2,SNP
PIEZO1,SNP
PIEZO2,SNP
PIGA,SNP
PIGN,SNP
PIK3R1,SNP
PINK1,SNP
PITX1,SNP
PITX2,SNP
PKD1,SNP
PKD1L3,SNP
PKD2,SNP
PKHD1,SNP
PKIA,SNP
PKNOX2,SNP
PKP2,SNP
PLA2G6,SNP
PLB1,SNP
PLCB1,SNP
PLCE1,SNP
PLD3,SNP
PLIN1,SNP
PLIN4,SNP
PLN,SNP
PLOD1,SNP
PLTP,SNP
PLXNA4,SNP
PLXNB3,SNP
PLXND1,SNP
PMEL,SNP
PMF1,SNP
PMM2,SNP
PMP22,SNP
PMS1,SNP
PMS2,SNP
PNISR,SNP
PNKP,SNP
PNMT,SNP
PNPLA3,SNP
PNPO,SNP
PNPT1,SNP
PODXL,SNP
POLD1,SNP
POLE,SNP
POLG,SNP
POLR1C,SNP
POLR1D,SNP
POLR3B,SNP
POMC,SNP
POMT1,SNP
PON1,SNP
PON2,SNP
PON3,SNP
POP1,SNP
POR,SNP
POT1,SNP
POU3F2,SNP
POU3F4,SNP
POU4F3,SNP
PPAR,SNP
PPARA,SNP
PPARG,SNP
PPARGC1A,SNP
PPARGC1B,SNP
PPFIBP2,SNP
PPP1CB,SNP
PPP2R5D,SNP
PPT1,SNP
PRCP,SNP
PRDM14,SNP
PRDM16,SNP
PRDM9,SNP
PRF1,SNP
PRICKLE1,SNP
PRICKLE2,SNP
PRKAG2,SNP
PRKCA,SNP
PRKCG,SNP
PRKCH,SNP
PRKCQ,SNP
PRKG1,SNP
PRKX,SNP
PRKY,SNP
PRM1,SNP
PRMT7,SNP
PRNP,SNP
PROC,SNP
PRODH,SNP
PROM1,SNP
PROS1,SNP
PRPS1,SNP
PRRC2A,SNP
PRRC2CP1,SNP
PRRT2,SNP
PRSS1,SNP
PRTFDC1,SNP
PSEN1,SNP
PSEN2,SNP
PSG2,SNP
PTEN,SNP
PTGER2,SNP
PTGIS,SNP
PTGS1,SNP
PTGS2,SNP
PTPN11,SNP
PTPN18,SNP
PTPN2,SNP
PTPN22,SNP
PTPRC,SNP
PTPRD,SNP
PTPRO,SNP
PTPRQ,SNP
PTPRR,SNP
PTPRT,SNP
PTS,SNP
PVRL2,SNP
PXK,SNP
PYGM,SNP
QDPR,SNP
QRICH2,SNP
RAB11FIP2,SNP
RAB27A,SNP
RAB32,SNP
RAB6B,SNP
RAD50,SNP
RAD51C,SNP
RAD51D,SNP
RAD51L1,SNP
RAD52,SNP
RAF1,SNP
RANBP1,SNP
RAP1A,SNP
RAPSN,SNP
RARG,SNP
RARRES2,SNP
RASGRP1,SNP
RASSF1,SNP
RB1,SNP
RBFOX1,SNP
RBPJ,SNP
RCAN1,SNP
RDH12,SNP
RDX,SNP
REL,SNP
RELN,SNP
RET,SNP
RFTN1P1,SNP
RFWD3,SNP
RGS1,SNP
RGS2,SNP
RGS4,SNP
RGS6,SNP
RGS7,SNP
RGS9,SNP
RHCE,SNP
RHD,SNP
RHO,SNP
RHOD,SNP
RIMS1,SNP
RIPK1,SNP
RIPK2,SNP
RLN3,SNP
RMRP,SNP
RN18S2P,SNP
RNASEH2CP1,SNP
RNASEL,SNP
RNLS,SNP
RORA,SNP
RPE65,SNP
RPL21,SNP
RPS4Y1,SNP
RPS4Y2,SNP
RPS6KA4,SNP
RRM2B,SNP
RTEL1,SNP
RUNDC3B,SNP
RUNX1,SNP
RWDD3,SNP
RXRG,SNP
RYR1,SNP
RYR2,SNP
RYR3,SNP
SACS,SNP
SAMM50,SNP
SARDH,SNP
SART1,SNP
SBF2,SNP
SCARB1,SNP
SCG3,SNP
SCN10A,SNP
SCN11A,SNP
SCN1A,SNP
SCN1B,SNP
SCN2A,SNP
SCN2B,SNP
SCN3A,SNP
SCN3B,SNP
SCN4A,SNP
SCN4B,SNP
SCN5A,SNP
SCN7A,SNP
SCN8A,SNP
SCN9A,SNP
SCO2,SNP
SCYL1BP1,SNP
SDC2,SNP
SDHAF2,SNP
SDHB,SNP
SDHC,SNP
SDHD,SNP
SEC11B,SNP
SEC61B,SNP
SELE,SNP
SELL,SNP
SEMA3E,SNP
SEPSECS,SNP
SERBP1P2,SNP
SERPINA1,SNP
SERPINA3,SNP
SERPINC1,SNP
SERPINE1,SNP
SERPINF1,SNP
SERPING1,SNP
SETD1A,SNP
SEZ6,SNP
SEZ6L,SNP
SF3B1,SNP
SFR1,SNP
SGCA,SNP
SGCB,SNP
SGCZ,SNP
SGLT1,SNP
SGSH,SNP
SH2B3,SNP
SH2D1A,SNP
SH2D2A,SNP
SH3TC2,SNP
SHANK2,SNP
SHANK3,SNP
SHBG,SNP
SHFM1,SNP
SHISA6,SNP
SHMT1,SNP
SHMT2,SNP
SHOX,SNP
SHROOM2P1,SNP
SHROOM3,SNP
SI,SNP
SIGLEC5,SNP
SIGMAR1,SNP
SIK1,SNP
SIPA1,SNP
SIRT1,SNP
SIX1,SNP
SIX5,SNP
SKOR1,SNP
SLC12A3,SNP
SLC12A5,SNP
SLC12A6,SNP
SLC13A5,SNP
SLC14A1,SNP
SLC15A2,SNP
SLC16A11,SNP
SLC17A5,SNP
SLC17A8,SNP
SLC18A1,SNP
SLC18A2,SNP
SLC19A1,SNP
SLC1A2,SNP
SLC22A1,SNP
SLC22A3,SNP
SLC22A4,SNP
SLC22A5,SNP
SLC24A4,SNP
SLC24A5,SNP
SLC25A12,SNP
SLC25A13,SNP
SLC25A22,SNP
SLC25A4,SNP
SLC26A2,SNP
SLC26A4,SNP
SLC26A5,SNP
SLC28A3,SNP
SLC2A1,SNP
SLC2A9,SNP
SLC30A8,SNP
SLC34A3,SNP
SLC35A2,SNP
SLC37A4,SNP
SLC38A1,SNP
SLC39A2,SNP
SLC39A4,SNP
SLC3A1,SNP
SLC45A2,SNP
SLC4A1,SNP
SLC4A11,SNP
SLC4A5,SNP
SLC5A2,SNP
SLC5A5,SNP
SLC6A1,SNP
SLC6A18,SNP
SLC6A2,SNP
SLC6A3,SNP
SLC6A4,SNP
SLC6A6,SNP
SLC6A8,SNP
SLC7A5,SNP
SLC7A6,SNP
SLC8A1,SNP
SLC9A9,SNP
SLCO1B1,SNP
SLCO1B3,SNP
SLCO2A1,SNP
SLITRK1,SNP
SLPI,SNP
SMAD1,SNP
SMAD2,SNP
SMAD3,SNP
SMAD4,SNP
SMAD5,SNP
SMAD6,SNP
SMAD7,SNP
SMAD9,SNP
SMARCAD1,SNP
SMARCB1,SNP
SMCHD1,SNP
SMN1,SNP
SMN2,SNP
SMOC2,SNP
SMOX,SNP
SMPD1,SNP
SMPX,SNP
SNAI2,SNP
SNAP25,SNP
SNCA,SNP
SNED1,SNP
SNX10,SNP
SNX19,SNP
SNX9,SNP
SOAT1,SNP
SOCS1,SNP
SOCS2,SNP
SOCS3,SNP
SOCS4,SNP
SOCS5,SNP
SOCS6,SNP
SOCS7,SNP
SOD1,SNP
SOD2,SNP
SOD3,SNP
SORCS2,SNP
SORL1,SNP
SORT1,SNP
SOS1,SNP
SOST,SNP
SOX10,SNP
SOX3,SNP
SOX5,SNP
SPAST,SNP
SPEF2,SNP
SPI1,SNP
SPIB,SNP
SPINK5,SNP
SPR,SNP
SPRED2,SNP
SPSB4,SNP
SPTA1,SNP
SPTAN1,SNP
SPTLC1,SNP
SRD5A2,SNP
SREBF1,SNP
SRGAP2,SNP
SRGAP2C,SNP
SRRM2,SNP
SRSF5,SNP
SRSF6,SNP
SRY,SNP
SSAT,SNP
SSTR4,SNP
SSUH2,SNP
ST3GAL3,SNP
ST3GAL4,SNP
STAG3,SNP
STAR,SNP
STAT3,SNP
STAT4,SNP
STAT5A,SNP
STAT5B,SNP
STK11,SNP
STOX1,SNP
STRC,SNP
STSP1,SNP
STX4,SNP
STXBP1,SNP
SULT1A1,SNP
SULT2A1,SNP
SUMF1,SNP
SUOX,SNP
SUPT3H,SNP
SURF1,SNP
SV2A,SNP
SYNGAP1,SNP
SYPL2,SNP
SYT14,SNP
SYT4,SNP
SZT2,SNP
TAB2,SNP
TACO1,SNP
TAF1,SNP
TAGAP,SNP
TANC1,SNP
TAP2,SNP
TARBP1,SNP
TARDBP,SNP
TAS1R,SNP
TAS1R3,SNP
TAS2R38,SNP
TAZ,SNP
TBC1D2,SNP
TBC1D24,SNP
TBC1D4,SNP
TBCE,SNP
TBL1Y,SNP
TBX15,SNP
TBX21,SNP
TBX22,SNP
TBX5,SNP
TBXAS1,SNP
TCF7L2,SNP
TCHH,SNP
TCN1,SNP
TCN2,SNP
TCOF1,SNP
TCTN2,SNP
TDP2,SNP
TECR,SNP
TECTA,SNP
TEK,SNP
TENM2,SNP
TENM4,SNP
TERC,SNP
TERT,SNP
TESC,SNP
TET2,SNP
TF,SNP
TFAM,SNP
TFR2,SNP
TG,SNP
TGFB1,SNP
TGFB2,SNP
TGFB3,SNP
TGFBI,SNP
TGFBR1,SNP
TGFBR2,SNP
TGFBRAP1,SNP
TGIF2LY,SNP
TH,SNP
Thrb,SNP
THSD1,SNP
THSD7B,SNP
TIMELESS,SNP
TIMP2,SNP
TIPARP,SNP
TJP2,SNP
TK2,SNP
TLE3,SNP
TLE6,SNP
TLN2,SNP
TLR1,SNP
TLR2,SNP
TLR3,SNP
TLR4,SNP
TLR6,SNP
TMC1,SNP
TMEM230,SNP
TMEM43,SNP
TMIE,SNP
TMPRSS3,SNP
TMPRSS6,SNP
TNC,SNP
TNF,SNP
TNFAIP3,SNP
TNFRSF10A,SNP
TNFRSF1A,SNP
TNFSF13B,SNP
TNFSF15,SNP
TNK2,SNP
TNMD,SNP
TNNC1,SNP
TNNI3,SNP
TNNT2,SNP
TNP1,SNP
TNXB,SNP
TOLLIP,SNP
TOMM40,SNP
TOP3B,SNP
TOR1A,SNP
TP53,SNP
TPCN1,SNP
TPCN2,SNP
TPD52,SNP
TPH1,SNP
TPH2,SNP
TPM1,SNP
TPMT,SNP
TPO,SNP
TPP1,SNP
TPRN,SNP
TRA,SNP
TRAC,SNP
TRAF1,SNP
TRAF3IP2,SNP
TRAF3IP2-AS1,SNP
TRAF6,SNP
TRANK1,SNP
TREM1,SNP
TREM2,SNP
TRIB2,SNP
TRIM2,SNP
TRIM29,SNP
TRIM5,SNP
TRIOBP,SNP
TRIP13,SNP
TRPA1,SNP
TRPC6,SNP
TRPM4,SNP
TRPM5,SNP
TRPM6,SNP
TRPM8,SNP
TRPV1,SNP
TRPV3,SNP
TRPV4,SNP
TSC1,SNP
TSC2,SNP
TSC22D1,SNP
TSHR,SNP
TSLP,SNP
TSNAX,SNP
TSPEAR,SNP
TSPY23P,SNP
TTC12,SNP
TTC14,SNP
TTC21A,SNP
TTC26,SNP
TTC29,SNP
TTC6,SNP
TTN,SNP
TTR,SNP
TTTY10,SNP
TTTY11,SNP
TTTY14,SNP
TTTY15,SNP
TTTY16,SNP
TTYH1,SNP
TUB,SNP
TUBB8,SNP
TUSC2P1,SNP
TXLNG2P,SNP
TXLNGY,SNP
TXNRD1,SNP
TXNRD2,SNP
TYK2,SNP
TYMS,SNP
TYR,SNP
TYRO3,SNP
TYRP1,SNP
UBA5,SNP
UBE2D3,SNP
UBE2V1P3,SNP
UBQLN2,SNP
UCP1,SNP
UGGT2,SNP
UGT1A1,SNP
UGT1A10,SNP
UGT1A3,SNP
UGT1A4,SNP
UGT1A5,SNP
UGT1A6,SNP
UGT1A7,SNP
UGT1A8,SNP
UGT1A9,SNP
UGT2B15,SNP
UGT2B17,SNP
UGT2B7,SNP
UGT8,SNP
UNC13C,SNP
UNC13D,SNP
UQCC,SNP
UROD,SNP
UROS,SNP
USH1C,SNP
USH1G,SNP
USH2A,SNP
USP9Y,SNP
UTY,SNP
VAMP8,SNP
VARS,SNP
VCAN,SNP
VCL,SNP
VCP,SNP
VDR,SNP
VEGFA,SNP
VEGFB,SNP
VEGFC,SNP
VEZT,SNP
VHL,SNP
VKORC1,SNP
VLDLR,SNP
VPS35,SNP
VPS41,SNP
VPS53,SNP
VSX1,SNP
VWF,SNP
WDFY3,SNP
WDPCP,SNP
WDR36,SNP
WDR45,SNP
WDR62,SNP
WDR66,SNP
WFS1,SNP
WISP3,SNP
WNT2,SNP
WNT4,SNP
WRN,SNP
WT1,SNP
WWC1,SNP
WWOX,SNP
WWTR1,SNP
XAB2,SNP
XIAP,SNP
XPC,SNP
XPNPEP2,SNP
XRCC1,SNP
XRCC2,SNP
YAP1,SNP
YARS2,SNP
YDJC,SNP
ZBED9,SNP
ZBTB40,SNP
ZBTB7A,SNP
ZBTB7B,SNP
ZDHHC9,SNP
ZEB1,SNP
ZEB2,SNP
ZFHX2,SNP
ZFPM1,SNP
ZFPM2,SNP
ZFY,SNP
ZFYVE26,SNP
ZKSCAN3,SNP
ZMAT4,SNP
ZNF285B,SNP
ZNF295-AS1,SNP
ZNF365,SNP
ZNF644,SNP
ZNF80,SNP
ZNF804A,SNP
ZNRF3,SNP
ZSCAN25,SNP
ZSCAN31,SNP
ZSWIM6,SNP
A4GALT,variant
AANAT,variant
AARS,variant
AARS2,variant
ABCA1,variant
ABCA12,variant
ABCA3,variant
ABCA4,variant
ABCA7,variant
ABCB1,variant
ABCB4,variant
ABCB6,variant
ABCC11,variant
ABCC2,variant
ABCC4,variant
ABCC6,variant
ABCC8,variant
ABCC9,variant
ABCD1,variant
ABCG2,variant
ABCG8,variant
ABL1,variant
ABO,variant
ABP1,variant
ACADM,variant
ACADVL,variant
ACAT1,variant
ACE,variant
ACKR1,variant
ACSF3,variant
ACTA1,variant
ACTA2,variant
ACTC1,variant
ACTG1,variant
ACTN1,variant
ACTN3,variant
ACTN4,variant
ACVR1,variant
ACVR1B,variant
ACVRL1,variant
ADA,variant
ADAD1,variant
ADAM10,variant
ADAM19,variant
ADAM33,variant
ADAMTS1,variant
ADAMTS12,variant
ADAMTS13,variant
ADAMTS2,variant
ADAMTSL3,variant
ADAMTSL4,variant
ADC,variant
ADCK4,variant
ADCY2,variant
ADCY3,variant
ADCY5,variant
ADH1B,variant
ADH1C,variant
ADH4,variant
ADIPOQ,variant
ADIPOR2,variant
ADK,variant
ADORA2A,variant
ADRA1A,variant
ADRA1B,variant
ADRA1D,variant
ADRA2A,variant
ADRA2B,variant
ADRA2C,variant
ADRB1,variant
ADRB2,variant
ADRB3,variant
AFF3,variant
AFG3L2,variant
AGAP2,variant
AGBL1,variant
AGPS,variant
AGT,variant
AGTR1,variant
AGXT,variant
AHCY,variant
AHSG,variant
AIP,variant
AIPL1,variant
AJAP1,variant
AJUBA,variant
AK7,variant
AKAP4,variant
AKR1D1,variant
AKT1,variant
ALAD,variant
ALB,variant
ALDH16A1,variant
ALDH1A3,variant
ALDH2,variant
ALDH3A2,variant
ALDH4A1,variant
ALDH5A1,variant
ALDH7A1,variant
ALDOA,variant
ALDOB,variant
ALDOC,variant
ALG13,variant
ALOX5AP,variant
ALPK3,variant
ALPL,variant
ALS2,variant
AMELY,variant
AMPD1,variant
ANG,variant
ANGPTL3,variant
ANK2,variant
ANK3,variant
ANKK1,variant
ANKRD11,variant
ANKRD36P1,variant
ANLN,variant
ANO5,variant
ANXA11,variant
ANXA5,variant
AOC1,variant
AP1S1,variant
AP3B1,variant
AP3B2,variant
AP3M1,variant
AP4E1,variant
APC,variant
APEX1,variant
APEX2,variant
APLP2,variant
APOA2,variant
APOA5,variant
APOB,variant
APOC2,variant
APOC3,variant
APOE,variant
APOL1,variant
APOM,variant
APP,variant
APPL2,variant
AQP1,variant
AQP4,variant
AR,variant
ARAP1,variant
ARC,variant
ARG1,variant
ARHGAP11B,variant
ARHGAP24,variant
ARHGDIA,variant
ARHGEF9,variant
ARID1B,variant
ARID5B,variant
ARL15,variant
ARMC2,variant
ARMS2,variant
ARNT2,variant
ARNTL,variant
ARPC1B,variant
ARSA,variant
ARSDP1,variant
ART4,variant
ARV1,variant
ARX,variant
ASAP1,variant
ASB1,variant
ASB10,variant
ASGR1,variant
ASL,variant
ASPA,variant
ASPM,variant
ASS1,variant
ASTN2,variant
ASXL1,variant
ATF7IP,variant
ATG16L1,variant
ATG4D,variant
ATIC,variant
ATM,variant
ATP11A,variant
ATP13A2,variant
ATP1A2,variant
ATP2A1,variant
ATP2C1,variant
ATP2C2,variant
ATP6V0A4,variant
ATP7A,variant
ATP7B,variant
ATP8B4,variant
ATR,variant
ATXN1,variant
ATXN2,variant
ATXN2L,variant
AURKA,variant
AUTS2,variant
AVP,variant
AVPR1A,variant
AVPR1B,variant
B3GALNT1,variant
B3GAT2,variant
B4GALNT3,variant
BAAT,variant
BACE1,variant
BAD,variant
BAG3,variant
BAIAP2,variant
BAK1,variant
BANF1,variant
BANK1,variant
BARD1,variant
BATF3,variant
BCAM,variant
BCAR1,variant
BCHE,variant
BCKDHA,variant
BCKDHB,variant
BCL2,variant
BCL2L1,variant
BCL2L11,variant
BCL2L2-PABPN1,variant
BCMO1,variant
BCOR,variant
BCORP1,variant
BCR,variant
BCS1L,variant
BDKRB2,variant
BDNF,variant
BDP1,variant
BHLHE41,variant
BHMT,variant
BLK,variant
BLM,variant
BLOC1S3,variant
BLOC1S6,variant
BLZF1,variant
BMP2,variant
BMPR1A,variant
BMPR2,variant
BMS1,variant
BNC2,variant
BOLA2,variant
BOLA3,variant
BPGM,variant
BRAF,variant
BRCA1,variant
BRCA2,variant
BRIP1,variant
BTBD9,variant
BTD,variant
BTK,variant
C12orf51,variant
C13orf31,variant
C14orf93,variant
C19ORF12,variant
C1QTNF7,variant
C21orf91,variant
C3,variant
C4B,variant
C5,variant
C6orf10,variant
C8orf80,variant
C9orf102,variant
C9orf72,variant
CABP2,variant
CACNA1A,variant
CACNA1B,variant
CACNA1C,variant
CACNA1C-AS1,variant
CACNA1D,variant
CACNA1G,variant
CACNA1H,variant
CACNA1I,variant
CACNA1S,variant
CACNA2D4,variant
CACNB2,variant
CADM2,variant
CALB1,variant
CALHM1,variant
CALR3,variant
CALU,variant
CAMK1,variant
CAMK1D,variant
CAMK2A,variant
CARD11,variant
CARD14,variant
CARD8,variant
CARD9,variant
CASKP1,variant
CASP3,variant
CASP8,variant
CASP9,variant
CASQ2,variant
CASR,variant
CATSPER3,variant
CAV3,variant
CBLB,variant
CBS,variant
CBX5,variant
CCDC122,variant
CCDC174,variant
CCDC3,variant
CCDC39,variant
CCDC50,variant
CCDC8,variant
CCDC88B,variant
CCKAR,variant
CCL11,variant
CCL2,variant
CCL21,variant
CCL26,variant
CCL27,variant
CCL3L1,variant
CCM2,variant
CCR2,variant
CCR3,variant
CCR5,variant
CCR6,variant
CD14,variant
CD244,variant
CD24P4,variant
CD274,variant
CD28,variant
CD2AP,variant
CD320,variant
CD33,variant
CD3D,variant
CD40,variant
CD44,variant
CD58,variant
CD59,variant
CD68,variant
CD69,variant
CDH1,variant
CDH13,variant
CDH2,variant
CDH23,variant
CDH4,variant
CDKAL1,variant
CDKL5,variant
CDKN1A,variant
CDKN1B,variant
CDKN2A,variant
CDKN2B,variant
CDKN2B-AS1,variant
CEACAM16,variant
CELSR1,variant
CENPE,variant
CEP135,variant
CEP152,variant
CEP290,variant
CES1,variant
CETP,variant
CFAP43,variant
CFAP44,variant
CFAP65,variant
CFAP69,variant
CFH,variant
CFI,variant
CFTR,variant
CHAMP1,variant
CHCHD10,variant
CHD7,variant
CHD8,variant
CHEK1,variant
CHEK2,variant
CHI3L1,variant
CHIT1,variant
CHKB,variant
CHM,variant
CHMP2B,variant
CHRM1,variant
CHRM2,variant
CHRM3,variant
CHRM4,variant
CHRM5,variant
CHRN,variant
CHRNA3,variant
CHRNA4,variant
CHRNA5,variant
CHRNA7,variant
CHRNB3,variant
CIB2,variant
CISD2,variant
CLCN1,variant
CLDN14,variant
CLDN16,variant
CLDN19,variant
CLEC16A,variant
CLN3,variant
CLN5,variant
CLN6,variant
CLN8,variant
CLN9,variant
CLOCK,variant
CLPP,variant
CLPTM1,variant
CLRN1,variant
CLTCL1,variant
CMAS,variant
CMYA5,variant
CNGB3,variant
CNNM1,variant
CNR1,variant
CNR2,variant
CNTN5,variant
CNTNAP2,variant
COASY,variant
COCH,variant
COG5,variant
COL11A1,variant
COL11A2,variant
COL17A1,variant
COL1A1,variant
COL1A2,variant
COL27A1,variant
COL2A1,variant
COL3A1,variant
COL4A3,variant
COL4A4,variant
COL4A5,variant
COL4A6,variant
COL5A1,variant
COL5A2,variant
COL6A2,variant
COL6A3,variant
COL7A1,variant
COL8A2,variant
COL9A1,variant
COL9A2,variant
COL9A3,variant
COMT,variant
COX10,variant
COX15,variant
COX4I1,variant
CPED1,variant
CPOX,variant
CPS1,variant
CPT1A,variant
CPT1B,variant
CRB1,variant
CRB2,variant
CRB3,variant
CREB1,variant
CREBBP,variant
CREBRF,variant
CRH,variant
CRISPLD1,variant
CRP,variant
CRYM,variant
CSAD,variant
CSF2RB,variant
CSNK1D,variant
CST3,variant
CSTF1,variant
CTBP2P1,variant
CTC1,variant
CTCF,variant
CTH,variant
CTLA4,variant
CTNNA2,variant
CTNNA3,variant
CTRC,variant
CTSD,variant
CTSZ,variant
CUBN,variant
CWC27,variant
CXCR4,variant
CYB5R3,variant
CYLD,variant
CYP17A1,variant
CYP19A1,variant
CYP1A1,variant
CYP1A2,variant
CYP1B1,variant
CYP21A2,variant
CYP26A1,variant
CYP27B1,variant
CYP2A13,variant
CYP2A6,variant
CYP2B6,variant
CYP2C19,variant
CYP2C8,variant
CYP2C9,variant
CYP2D6,variant
CYP2E1,variant
CYP2F1,variant
CYP2J2,variant
CYP2R1,variant
CYP2S1,variant
CYP2W1,variant
CYP3A,variant
CYP3A4,variant
CYP3A43,variant
CYP3A5,variant
CYP3A7,variant
CYP4A11,variant
CYP4A22,variant
CYP4B1,variant
CYP4F2,variant
CYP4F3,variant
CYP4V2,variant
CYP7A1,variant
DAB2IP,variant
DAGL,variant
DAO,variant
DAOA,variant
DAPK1,variant
DAZL,variant
DBH,variant
DBR1,variant
DBT,variant
DCAF5,variant
DCC,variant
DCDC2,variant
DCHS1,variant
DCTN1,variant
DCXR,variant
DDB2,variant
DDC,variant
DDX3Y,variant
DDX60L,variant
Dec1,variant
DEFB4,variant
DENND5A,variant
DES,variant
DFNA5,variant
DFNB31,variant
DFNB59,variant
DGCR2,variant
DGKE,variant
DGKH,variant
DHAPAT,variant
DHCR7,variant
DHDDS,variant
DHFR,variant
DHODH,variant
DHRC24,variant
DHRS3,variant
DIABLO,variant
DIAPH1,variant
DIAPH3,variant
DICER1,variant
DIO1,variant
DIO2,variant
DIO3,variant
DISC1,variant
DKK4,variant
DLC1,variant
DLD,variant
DLEC1,variant
DLEU7,variant
DLG2,variant
DLGAP5P1,variant
DLK1,variant
DMD,variant
DMRT1,variant
DNAH1,variant
DNAH2,variant
DNAH5,variant
DNAI1,variant
DNAJB11,variant
DNAJC13,variant
DNAJC5,variant
DNM1,variant
DNM2,variant
DNM3,variant
DNMT1,variant
DNMT3A,variant
DNMT3L,variant
DOCK3,variant
DOCK7,variant
DOPEY2,variant
DPP6,variant
DPP9,variant
DPYD,variant
DRD1,variant
DRD2,variant
DRD3,variant
DRD4,variant
DRD5,variant
DSC2,variant
DSCAM,variant
DSG2,variant
DSP,variant
DSPP,variant
DTD1,variant
DTNA,variant
DTNBP1,variant
DUSP1,variant
DUSP5,variant
DUXA,variant
DVWA,variant
DYNC1H1,variant
DYRK1B,variant
DYSF,variant
EDA,variant
EDA2R,variant
EDAR,variant
EDN1,variant
EDN3,variant
EDNRB,variant
EEF1A2,variant
EEFSEC,variant
EFHC1,variant
EFNB1,variant
EFTUD2,variant
EGF,variant
EGFR,variant
EGLN1,variant
EGR1,variant
EIF1AY,variant
EIF2AK4,variant
EIF2B5,variant
EIF3E,variant
EIF3G,variant
EIF4G1,variant
ELAC1,variant
ELAC2,variant
ELANE,variant
ELK3,variant
ELMOD3,variant
ELN,variant
ELOVL4,variant
ELP4,variant
EN1,variant
ENG,variant
ENOSF1,variant
ENPP1,variant
EPAS1,variant
EPCAM,variant
EPDR1,variant
EPHA2,variant
EPHA6,variant
EPHB1,variant
EPOR,variant
ERAP1,variant
ERBB4,variant
ERCC2,variant
ERCC6,variant
ERCC8,variant
ERP44,variant
ERRFI1,variant
ESCO2,variant
ESPN,variant
ESR1,variant
ESRRB,variant
EXO1,variant
EXOC2,variant
EYA1,variant
EYA4,variant
EZH2,variant
F11,variant
F12,variant
F2,variant
F2R,variant
F5,variant
F8,variant
F9,variant
FA2H,variant
FAAH,variant
FABP2,variant
FABP7,variant
FADS1,variant
FADS2,variant
FADS3,variant
FAH,variant
FAKE1,variant
FAM13A,variant
FAM155E,variant
FAM177B,variant
FAM20A,variant
FAM71F1,variant
FAM73A,variant
FAM98B,variant
FANCC,variant
FANCM,variant
FASTKD2,variant
FAT3,variant
FBN1,variant
FBXL3,variant
FBXW8,variant
FCER1A,variant
FCGR2A,variant
FCGR2B,variant
FCGR3A,variant
FECH,variant
FER,variant
FERMT1,variant
FGF1,variant
FGF10,variant
FGF12,variant
FGF14,variant
FGF21,variant
FGF23,variant
FGFR2,variant
FGFR3,variant
FGFR3P1,variant
FGFR4,variant
FGG,variant
FKBP5,variant
FKRP,variant
FLCN,variant
FLG,variant
FLNB,variant
FLNC,variant
FMO2,variant
FMO3,variant
FMO5,variant
FMR1,variant
FN1,variant
FOLR1,variant
FOLR2,variant
FOLR3,variant
FOS,variant
FOSL2,variant
FOXC1,variant
FOXE1,variant
FOXI1,variant
FOXO1,variant
FOXO3,variant
FOXP1,variant
FOXP2,variant
FOXP3,variant
FPR1,variant
FRRS1L,variant
FSHR,variant
FSIP1,variant
FSIP2,variant
FTL,variant
FTO,variant
FUS,variant
FUT1,variant
FUT2,variant
FUT3,variant
FXN,variant
FXYD2,variant
FYCO1,variant
FZD4,variant
FZD8,variant
G6PC,variant
G6PD,variant
GAA,variant
GAB2,variant
GABRA1,variant
GABRA2,variant
GABRA4,variant
GABRB1,variant
GABRB3,variant
GABRD,variant
GAD1,variant
GAD2,variant
GADL1,variant
GALC,variant
GALNT3,variant
GALT,variant
GAMT,variant
GANAB,variant
GAR1,variant
GARS,variant
GATA1,variant
GATA2,variant
GATA3,variant
GATA4,variant
GBA,variant
GC,variant
GCDH,variant
GCH1,variant
GCHFR,variant
GCK,variant
GDAP1,variant
GDF15,variant
GDF2,variant
GDF5,variant
GDNF,variant
GEMIN4,variant
GFAP,variant
GFOD1,variant
GFPT2,variant
GGH,variant
GGPS1,variant
GHR,variant
GHRL,variant
GIF,variant
GIPC3,variant
GIT1,variant
GJA1,variant
GJA5,variant
